,Loan_ID,cluster_Kmeans_base
346,10209509,1
347,10014266,1
348,10063857,0
349,10049332,1
350,10021026,1
351,10137588,1
352,10030343,1
353,10015173,1
354,10236102,0
355,10003909,0
356,10114413,0
357,10055719,0
358,10198341,0
359,10024443,1
360,10229054,0
361,10137744,0
362,10148599,0
363,10043135,0
364,10001949,1
365,10249689,0
366,10271724,0
367,10053620,0
368,10175092,0
369,10192747,0
370,10264397,1
371,10066311,0
372,10228986,1
373,10112629,0
374,10052627,0
375,10162537,0
376,10046789,1
377,10189514,1
378,10163656,1
379,10147798,1
380,10067606,1
381,10159803,0
382,10124145,0
383,10206983,0
384,10015110,0
385,10110870,1
386,10164833,1
387,10031702,1
388,10103824,1
389,10259006,1
390,10257984,1
391,10213784,1
392,10035451,1
393,10107066,1
394,10169048,0
395,10268075,0
396,10124857,0
397,10145349,1
398,10272295,1
399,10066457,1
400,10231045,0
401,10051858,0
402,10189866,1
403,10054791,1
404,10267957,1
405,10161579,0
406,10108649,0
407,10035663,0
408,10135538,0
409,10045232,0
410,10073724,0
411,10104883,0
412,10185053,1
413,10180731,1
414,10017088,0
415,10250085,1
416,10178773,0
417,10092416,1
418,10243671,1
419,10129696,0
420,10239437,0
421,10240160,1
422,10199544,1
423,10047191,0
424,10077455,1
425,10250530,1
426,10201473,1
427,10001233,0
428,10000964,0
429,10082882,1
430,10149360,1
431,10272020,1
432,10163172,1
433,10038942,1
434,10181237,0
435,10202013,1
436,10239806,0
437,10206560,1
438,10179266,1
439,10087935,0
440,10121057,1
441,10226427,0
442,10230263,0
443,10012720,1
444,10093452,1
445,10174929,0
446,10067716,0
447,10235994,1
448,10120584,0
449,10239222,1
450,10243037,0
451,10052052,0
452,10223463,1
453,10055040,0
454,10095595,1
455,10084158,1
456,10248935,0
457,10152193,0
458,10021379,0
459,10015641,1
460,10085134,1
461,10033060,0
462,10218878,1
463,10061193,1
464,10198406,0
465,10190931,1
466,10103866,1
467,10058746,1
468,10052010,1
469,10234840,0
470,10130210,0
471,10169383,0
472,10128474,1
473,10208935,1
474,10067263,0
475,10233810,1
476,10212198,1
477,10203286,0
478,10172951,0
479,10190106,1
480,10004442,1
481,10217050,1
482,10071060,1
483,10269666,1
484,10146845,0
485,10180418,0
486,10033869,0
487,10015426,0
488,10045984,1
489,10112171,1
490,10221085,1
491,10257394,1
492,10147739,0
493,10273080,1
494,10182749,1
495,10228429,1
496,10053720,0
497,10113345,1
498,10133126,1
499,10175670,1
500,10050041,1
501,10058659,1
502,10131231,1
503,10253108,1
504,10052200,1
505,10065587,1
506,10071103,0
507,10165786,0
508,10206242,0
509,10095198,1
510,10220940,1
511,10078678,0
512,10007749,0
513,10229967,0
514,10060194,1
515,10119421,1
516,10139379,1
517,10267727,0
518,10259784,0
519,10130595,0
520,10085895,0
521,10108822,1
522,10065418,0
523,10100526,0
524,10243189,1
525,10047287,1
526,10180581,0
527,10063805,0
528,10084257,1
529,10015379,1
530,10195110,0
531,10187246,1
532,10006569,1
533,10120723,1
534,10015453,1
535,10193920,1
536,10027884,0
537,10100579,1
538,10139246,1
539,10180197,0
540,10002829,1
541,10079375,1
542,10060656,1
543,10129728,0
544,10096484,1
545,10139210,0
546,10052979,1
547,10043120,1
548,10053685,0
549,10137394,1
550,10251890,1
551,10074566,0
552,10048213,1
553,10243384,1
554,10182065,0
555,10094091,0
556,10146460,1
557,10026007,0
558,10186699,1
559,10069836,1
560,10226346,0
561,10267946,1
562,10214832,0
563,10051545,1
564,10270006,1
565,10248984,1
566,10239768,0
567,10138488,1
568,10212038,1
569,10064902,0
570,10031993,1
571,10016479,1
572,10006477,1
573,10217354,0
574,10037885,1
575,10111879,0
576,10199112,1
577,10031035,1
578,10183953,0
579,10048603,0
580,10160093,1
581,10034805,1
582,10040260,0
583,10065899,1
584,10140036,1
585,10208144,1
586,10090781,1
587,10256938,1
588,10196807,1
589,10037434,1
590,10263543,1
591,10049886,0
592,10237161,0
593,10167549,0
594,10059832,1
595,10175770,1
596,10173967,0
597,10077591,0
598,10033409,1
599,10038207,1
600,10256857,1
601,10079367,0
602,10212233,1
603,10158618,0
604,10249257,1
605,10145002,0
606,10216271,1
607,10044592,1
608,10131711,1
609,10191239,0
610,10158050,1
611,10147506,0
612,10125392,1
613,10141141,0
614,10052088,1
615,10187721,1
616,10268595,0
617,10045508,1
618,10238001,1
619,10261669,1
620,10078663,1
621,10103457,0
622,10152993,1
623,10067374,1
624,10104208,0
625,10193701,0
626,10105638,1
627,10017401,0
628,10167615,1
629,10271210,1
630,10067618,1
631,10107306,0
632,10138002,0
633,10031748,1
634,10034451,0
635,10141322,0
636,10242311,1
637,10187544,0
638,10005865,1
639,10033876,1
640,10018204,1
641,10043604,1
642,10005563,1
643,10191658,0
644,10188887,1
645,10174859,1
646,10225489,1
647,10036667,0
648,10260726,1
649,10123836,1
650,10242173,1
651,10135648,1
652,10112859,1
653,10244011,1
654,10199195,0
655,10193782,0
656,10060162,0
657,10078002,0
658,10249192,1
659,10113488,0
660,10127666,0
661,10192379,0
662,10263712,0
663,10005533,1
664,10028839,1
665,10209610,1
666,10197773,0
667,10266775,1
668,10155104,1
669,10244092,0
670,10130446,0
671,10073797,1
672,10213680,1
673,10108266,1
674,10203310,1
675,10120240,1
676,10221392,1
677,10015188,1
678,10236590,1
679,10140631,0
680,10181357,1
681,10166582,1
682,10222734,1
683,10039477,1
684,10128321,1
685,10169825,1
686,10160557,1
687,10005135,1
688,10253315,0
689,10167166,1
690,10086686,1
691,10220294,0
692,10108739,0
693,10167434,0
694,10075948,1
695,10268453,1
696,10064930,0
697,10169075,1
698,10121025,1
699,10263566,0
700,10136914,1
701,10227417,1
702,10157987,1
703,10223108,0
704,10180242,1
705,10090975,0
706,10267617,0
707,10003614,1
708,10133905,1
709,10233530,0
710,10245790,1
711,10127429,1
712,10023569,0
713,10011924,0
714,10248393,0
715,10215437,0
716,10199530,1
717,10117197,1
718,10095621,1
719,10143480,1
720,10172562,1
721,10192112,1
722,10158819,0
723,10261444,1
724,10265170,0
725,10028083,1
726,10182877,1
727,10091829,0
728,10115214,0
729,10136918,1
730,10147994,1
731,10110001,1
732,10183091,0
733,10045120,1
734,10211533,1
735,10072726,0
736,10019496,0
737,10247912,1
738,10053248,1
739,10038388,0
740,10270862,1
741,10212386,1
742,10082563,0
743,10196971,1
744,10122239,1
745,10160164,0
746,10149682,0
747,10184673,0
748,10253705,1
749,10196541,0
750,10084021,1
751,10115427,1
752,10144309,1
753,10041984,1
754,10007638,1
755,10241673,1
756,10103486,1
757,10142590,0
758,10270256,0
759,10267686,0
760,10055593,1
761,10005859,0
762,10148193,0
763,10249664,1
764,10148262,1
765,10035504,1
766,10032363,0
767,10267499,1
768,10174121,0
769,10009877,0
770,10241047,1
771,10125431,1
772,10261283,1
773,10236547,1
774,10238332,0
775,10079337,0
776,10143392,1
777,10205533,1
778,10120730,0
779,10047677,1
780,10082134,0
781,10167809,1
782,10213806,1
783,10191062,1
784,10270607,0
785,10083219,0
786,10160132,1
787,10056133,0
788,10039414,0
789,10083689,0
790,10104134,1
791,10138567,1
792,10057211,1
793,10204978,1
794,10131115,1
795,10021642,0
796,10252312,1
797,10062582,1
798,10135134,0
799,10099559,0
800,10182032,1
801,10106790,1
802,10153668,1
803,10106715,0
804,10260681,1
805,10036289,1
806,10076042,0
807,10134502,1
808,10229344,0
809,10083990,0
810,10245016,1
811,10026085,1
812,10244033,1
813,10113726,0
814,10215572,0
815,10220878,1
816,10105929,1
817,10132881,1
818,10188244,1
819,10074197,0
820,10192656,1
821,10272385,0
822,10234269,1
823,10090548,0
824,10003862,1
825,10208375,0
826,10123204,1
827,10128336,1
828,10084584,1
829,10081946,0
830,10018251,1
831,10167081,0
832,10238012,1
833,10043544,1
834,10255599,0
835,10075087,1
836,10169162,1
837,10107071,1
838,10255339,1
839,10089210,1
840,10092148,0
841,10124312,1
842,10156128,1
843,10251009,0
844,10265480,1
845,10266729,1
846,10249809,1
847,10246284,1
848,10025024,0
849,10090254,1
850,10224860,1
851,10024724,1
852,10212117,1
853,10221008,1
854,10211728,1
855,10018397,1
856,10077947,0
857,10065599,1
858,10271179,0
859,10157721,0
860,10206176,0
861,10045110,1
862,10226652,1
863,10162653,1
864,10033989,0
865,10263421,1
866,10258944,0
867,10068522,1
868,10121926,1
869,10000435,0
870,10028041,0
871,10127224,1
872,10177205,1
873,10007732,0
874,10100817,1
875,10064340,1
876,10143340,1
877,10152784,1
878,10112388,1
879,10133425,0
880,10080840,0
881,10264601,0
882,10173781,1
883,10092755,1
884,10212740,0
885,10266275,1
886,10011859,0
887,10123174,1
888,10165555,1
889,10104388,1
890,10226583,1
891,10262732,0
892,10269935,1
893,10267988,0
894,10148168,1
895,10012625,1
896,10031573,1
897,10118814,1
898,10025678,1
899,10089430,1
900,10165272,1
901,10095777,0
902,10194466,1
903,10036765,0
904,10039601,1
905,10023878,1
906,10265733,1
907,10040151,1
908,10117285,1
909,10185135,0
910,10003083,1
911,10131621,1
912,10078817,1
913,10188869,1
914,10151845,0
915,10098959,1
916,10034956,1
917,10251270,1
918,10046535,0
919,10268821,0
920,10011140,1
921,10115305,1
922,10251511,0
923,10157082,0
924,10031871,0
925,10084109,1
926,10092784,1
927,10042058,0
928,10012571,0
929,10009660,1
930,10072153,1
931,10180926,0
932,10270065,1
933,10156891,1
934,10136425,1
935,10061123,1
936,10055843,0
937,10260856,0
938,10260044,0
939,10063343,1
940,10209150,0
941,10075220,1
942,10066293,0
943,10154748,0
944,10252682,1
945,10032451,0
946,10142760,1
947,10064197,1
948,10021687,0
949,10223251,0
950,10223054,0
951,10010807,0
952,10042739,0
953,10200842,1
954,10265947,1
955,10026810,1
956,10026978,1
957,10100593,1
958,10157892,0
959,10054712,0
960,10248457,0
961,10021285,0
962,10148887,0
963,10225172,0
964,10125309,1
965,10216800,1
966,10070622,0
967,10004104,1
968,10112950,1
969,10064313,0
970,10009856,1
971,10269934,1
972,10159397,1
973,10064495,0
974,10056407,1
975,10118745,0
976,10051469,1
977,10265050,0
978,10120960,1
979,10196846,1
980,10152511,1
981,10036146,0
982,10192256,0
983,10149107,1
984,10204364,0
985,10016221,1
986,10020318,1
987,10179212,1
988,10140629,0
989,10249591,1
990,10179141,1
991,10210345,0
992,10023734,1
993,10202747,0
994,10209934,0
995,10266497,1
996,10253887,0
997,10098897,1
998,10206927,0
999,10045040,1
1000,10013120,0
1001,10211718,1
1002,10249501,1
1003,10219176,1
1004,10073927,1
1005,10208488,1
1006,10079767,1
1007,10055270,0
1008,10166023,1
1009,10019823,1
1010,10145265,1
1011,10104283,0
1012,10240269,0
1013,10266052,0
1014,10171484,0
1015,10195135,0
1016,10174486,1
1017,10194640,1
1018,10010246,1
1019,10015165,1
1020,10152464,1
1021,10062811,1
1022,10080336,0
1023,10263046,1
1024,10048939,0
1025,10222664,1
1026,10217640,0
1027,10179784,1
1028,10119024,1
1029,10197649,0
1030,10027136,0
1031,10142364,1
1032,10220325,1
1033,10273048,1
1034,10097291,1
1035,10193985,1
1036,10028835,1
1037,10040206,1
1038,10025052,0
1039,10103951,1
1040,10097979,1
1041,10190588,1
1042,10167185,0
1043,10029504,0
1044,10186430,1
1045,10269683,1
1046,10084840,1
1047,10188873,1
1048,10030291,1
1049,10092786,1
1050,10222854,0
1051,10083414,1
1052,10251043,0
1053,10197363,0
1054,10129070,1
1055,10151282,1
1056,10105131,0
1057,10153987,0
1058,10097516,1
1059,10203094,1
1060,10263376,1
1061,10022060,0
1062,10155625,1
1063,10077830,1
1064,10099339,1
1065,10236389,1
1066,10034351,0
1067,10064589,1
1068,10272877,1
1069,10204246,0
1070,10190873,1
1071,10064533,0
1072,10067884,1
1073,10197620,1
1074,10068320,1
1075,10096794,1
1076,10019982,1
1077,10074907,0
1078,10161272,1
1079,10146399,1
1080,10093506,0
1081,10006750,0
1082,10007542,1
1083,10053193,0
1084,10218023,0
1085,10030661,1
1086,10188674,1
1087,10034484,0
1088,10204906,1
1089,10019075,0
1090,10066922,1
1091,10082396,0
1092,10223399,1
1093,10169524,0
1094,10253007,1
1095,10075537,0
1096,10124537,0
1097,10208061,1
1098,10227524,0
1099,10027659,0
1100,10262375,0
1101,10013543,1
1102,10042407,1
1103,10222941,1
1104,10240976,1
1105,10175151,0
1106,10043700,1
1107,10100957,0
1108,10170224,1
1109,10090639,0
1110,10037705,0
1111,10038053,1
1112,10057514,1
1113,10003800,1
1114,10112038,0
1115,10140159,0
1116,10116184,1
1117,10001598,1
1118,10160798,1
1119,10220477,1
1120,10210300,1
1121,10103743,1
1122,10000259,0
1123,10146413,1
1124,10108129,0
1125,10116552,0
1126,10094936,0
1127,10036143,1
1128,10186638,1
1129,10023455,0
1130,10060660,1
1131,10080912,0
1132,10119545,0
1133,10266557,1
1134,10143348,1
1135,10075479,0
1136,10244327,1
1137,10128750,0
1138,10012232,1
1139,10064767,0
1140,10078815,1
1141,10154474,1
1142,10006288,1
1143,10044578,0
1144,10243440,1
1145,10125182,1
1146,10154368,1
1147,10268071,1
1148,10002642,1
1149,10156093,1
1150,10035949,0
1151,10055312,1
1152,10160780,1
1153,10085519,1
1154,10041471,1
1155,10013927,0
1156,10075492,1
1157,10141290,1
1158,10129310,1
1159,10084205,1
1160,10228109,1
1161,10033374,0
1162,10218024,0
1163,10148569,1
1164,10072443,1
1165,10025119,1
1166,10115939,1
1167,10122905,0
1168,10200926,1
1169,10007455,0
1170,10080696,1
1171,10189726,1
1172,10168771,1
1173,10137355,1
1174,10191505,0
1175,10031467,1
1176,10170490,1
1177,10151136,1
1178,10142194,1
1179,10161151,0
1180,10006093,0
1181,10261982,1
1182,10196139,1
1183,10197947,1
1184,10045401,1
1185,10153581,0
1186,10026914,1
1187,10054417,0
1188,10128823,1
1189,10209966,0
1190,10229218,1
1191,10259666,0
1192,10266609,1
1193,10131875,1
1194,10064513,1
1195,10065726,1
1196,10210388,1
1197,10075824,1
1198,10010428,0
1199,10097932,1
1200,10263527,1
1201,10051333,1
1202,10002355,1
1203,10173409,0
1204,10121666,1
1205,10064461,1
1206,10223193,0
1207,10063458,0
1208,10054663,0
1209,10225094,1
1210,10046606,0
1211,10155168,1
1212,10021899,0
1213,10074431,0
1214,10134281,1
1215,10203107,0
1216,10151830,0
1217,10136074,1
1218,10171634,0
1219,10057526,1
1220,10196013,1
1221,10246405,0
1222,10213057,0
1223,10081496,1
1224,10016242,1
1225,10120338,1
1226,10268924,1
1227,10100777,1
1228,10002257,0
1229,10256214,0
1230,10039216,1
1231,10016862,0
1232,10190700,1
1233,10252118,1
1234,10092361,0
1235,10009564,0
1236,10216868,1
1237,10160982,1
1238,10150354,1
1239,10229517,1
1240,10246458,1
1241,10122190,0
1242,10047856,0
1243,10129437,1
1244,10042715,1
1245,10165262,0
1246,10090171,1
1247,10250535,1
1248,10044394,0
1249,10127758,1
1250,10183098,0
1251,10216092,1
1252,10134789,1
1253,10063385,1
1254,10039809,1
1255,10052377,1
1256,10186857,1
1257,10229814,0
1258,10128094,1
1259,10256746,0
1260,10144416,1
1261,10199641,0
1262,10163126,1
1263,10217956,1
1264,10135065,1
1265,10067016,1
1266,10202473,0
1267,10050725,1
1268,10043550,1
1269,10204973,0
1270,10119540,1
1271,10067364,0
1272,10026315,0
1273,10190217,0
1274,10088119,1
1275,10112160,1
1276,10130836,0
1277,10181511,0
1278,10123107,1
1279,10128432,0
1280,10231215,1
1281,10242436,0
1282,10125048,1
1283,10116979,1
1284,10147911,0
1285,10042586,1
1286,10169744,0
1287,10142772,0
1288,10213782,0
1289,10127348,1
1290,10095759,1
1291,10060152,0
1292,10214203,1
1293,10043621,1
1294,10070155,1
1295,10246572,0
1296,10039019,0
1297,10168510,1
1298,10232500,1
1299,10118372,1
1300,10259772,1
1301,10082745,1
1302,10233290,0
1303,10010733,1
1304,10113438,1
1305,10253915,1
1306,10008693,1
1307,10030054,1
1308,10120216,0
1309,10133769,0
1310,10220836,0
1311,10111730,1
1312,10246594,0
1313,10092224,0
1314,10270875,1
1315,10184582,1
1316,10147260,0
1317,10103267,1
1318,10217715,0
1319,10185258,1
1320,10033763,0
1321,10264692,0
1322,10165023,1
1323,10187015,1
1324,10242000,1
1325,10215968,0
1326,10137728,1
1327,10047105,1
1328,10157443,1
1329,10051519,1
1330,10266991,0
1331,10035617,0
1332,10183877,0
1333,10267734,1
1334,10268997,0
1335,10070398,0
1336,10194909,0
1337,10088243,1
1338,10224379,1
1339,10205397,0
1340,10161904,1
1341,10155114,1
1342,10059390,1
1343,10264903,0
1344,10243694,0
1345,10010071,1
1346,10241988,0
1347,10240390,1
1348,10048295,0
1349,10097641,1
1350,10016194,0
1351,10239356,1
1352,10034237,0
1353,10065090,1
1354,10086889,1
1355,10035483,1
1356,10227960,0
1357,10215621,0
1358,10135323,1
1359,10075997,0
1360,10165521,1
1361,10019558,0
1362,10202896,1
1363,10097890,1
1364,10166664,0
1365,10068496,1
1366,10221521,1
1367,10045135,0
1368,10005713,1
1369,10112561,1
1370,10039001,1
1371,10100558,1
1372,10109228,1
1373,10008529,1
1374,10248479,0
1375,10272914,0
1376,10032308,0
1377,10066214,0
1378,10106855,0
1379,10072242,1
1380,10085566,1
1381,10135243,1
1382,10204055,1
1383,10067799,1
1384,10108058,1
1385,10090063,1
1386,10232053,1
1387,10250626,1
1388,10131377,1
1389,10031786,0
1390,10068707,1
1391,10138509,1
1392,10253419,1
1393,10270085,0
1394,10094943,1
1395,10121367,1
1396,10182459,0
1397,10020492,1
1398,10003854,0
1399,10140426,0
1400,10231099,1
1401,10167086,1
1402,10189812,0
1403,10144935,1
1404,10235256,1
1405,10155306,1
1406,10189440,1
1407,10038117,1
1408,10229869,1
1409,10269417,1
1410,10098774,0
1411,10090575,1
1412,10045310,1
1413,10138469,0
1414,10034607,0
1415,10120204,0
1416,10238076,0
1417,10034261,0
1418,10120307,0
1419,10111322,1
1420,10152573,0
1421,10117369,1
1422,10184490,1
1423,10255578,1
1424,10006458,0
1425,10031424,1
1426,10198997,0
1427,10083579,0
1428,10071926,0
1429,10082367,1
1430,10155199,1
1431,10170731,1
1432,10065629,1
1433,10207864,1
1434,10176084,1
1435,10130637,0
1436,10003515,0
1437,10228951,1
1438,10150888,0
1439,10085260,1
1440,10232928,1
1441,10084360,1
1442,10026866,0
1443,10089113,0
1444,10259124,0
1445,10226124,0
1446,10009384,1
1447,10114892,0
1448,10208587,1
1449,10058714,1
1450,10195632,0
1451,10033457,1
1452,10265871,0
1453,10090945,1
1454,10220647,0
1455,10090351,0
1456,10198547,0
1457,10240054,1
1458,10114809,0
1459,10141631,1
1460,10028678,0
1461,10149187,1
1462,10220119,0
1463,10033867,0
1464,10137709,0
1465,10002627,0
1466,10016878,1
1467,10193913,1
1468,10219613,1
1469,10163660,1
1470,10040584,0
1471,10008987,1
1472,10095273,0
1473,10010224,0
1474,10122241,1
1475,10019615,1
1476,10094562,0
1477,10167289,0
1478,10116419,1
1479,10255642,0
1480,10134101,0
1481,10072819,0
1482,10234948,0
1483,10081315,1
1484,10199054,0
1485,10134861,1
1486,10017761,1
1487,10047204,0
1488,10227778,0
1489,10075127,1
1490,10022053,0
1491,10202651,1
1492,10224165,1
1493,10138205,0
1494,10045556,1
1495,10165492,1
1496,10125071,1
1497,10035066,1
1498,10226667,0
1499,10134479,1
1500,10221644,0
1501,10175529,1
1502,10250072,1
1503,10077948,0
1504,10191375,0
1505,10222016,1
1506,10175137,1
1507,10053580,0
1508,10160506,0
1509,10164564,1
1510,10055888,1
1511,10054307,1
1512,10073206,1
1513,10058842,0
1514,10029760,1
1515,10055787,1
1516,10195799,0
1517,10111524,1
1518,10151331,1
1519,10003667,0
1520,10159401,0
1521,10176517,0
1522,10040320,1
1523,10101021,1
1524,10025640,1
1525,10166663,0
1526,10019627,0
1527,10072759,1
1528,10184699,1
1529,10266794,0
1530,10070420,0
1531,10206383,0
1532,10153414,1
1533,10079423,0
1534,10260157,1
1535,10006556,1
1536,10197463,1
1537,10237600,1
1538,10176567,1
1539,10234940,0
1540,10235259,0
1541,10031743,1
1542,10046144,1
1543,10167608,1
1544,10191633,0
1545,10060226,1
1546,10045490,1
1547,10026456,1
1548,10183657,1
1549,10075646,0
1550,10045682,1
1551,10034276,0
1552,10026852,0
1553,10112200,1
1554,10060735,1
1555,10107913,0
1556,10211774,1
1557,10234755,1
1558,10069128,1
1559,10002301,1
1560,10103568,1
1561,10208094,1
1562,10143137,1
1563,10157560,0
1564,10028620,0
1565,10043315,1
1566,10118109,1
1567,10124458,0
1568,10196500,1
1569,10119826,1
1570,10204872,0
1571,10064810,1
1572,10043606,1
1573,10246788,1
1574,10209001,1
1575,10198508,1
1576,10269783,0
1577,10000315,1
1578,10265025,1
1579,10260287,1
1580,10076306,0
1581,10086071,0
1582,10228802,0
1583,10101376,1
1584,10021866,1
1585,10128549,0
1586,10238615,1
1587,10273124,1
1588,10046991,1
1589,10168526,1
1590,10173327,0
1591,10240053,0
1592,10113673,1
1593,10242396,0
1594,10118365,1
1595,10251528,1
1596,10016987,1
1597,10129147,0
1598,10250373,0
1599,10221917,0
1600,10195781,1
1601,10076191,1
1602,10093821,0
1603,10221212,1
1604,10026327,0
1605,10050009,1
1606,10118581,1
1607,10015465,0
1608,10061502,1
1609,10063147,0
1610,10146224,1
1611,10063160,1
1612,10064380,1
1613,10071850,0
1614,10053450,1
1615,10077690,0
1616,10053818,0
1617,10116280,1
1618,10224714,1
1619,10046968,0
1620,10160975,0
1621,10004532,1
1622,10142793,1
1623,10062518,1
1624,10259865,1
1625,10095982,0
1626,10050816,1
1627,10154975,1
1628,10204399,1
1629,10056763,1
1630,10147114,1
1631,10056715,1
1632,10197441,1
1633,10062826,1
1634,10072059,1
1635,10219542,1
1636,10006348,1
1637,10106889,1
1638,10070787,1
1639,10146739,1
1640,10260445,1
1641,10226106,1
1642,10242259,1
1643,10240182,1
1644,10177522,0
1645,10124395,0
1646,10217114,1
1647,10248650,1
1648,10139427,0
1649,10124734,1
1650,10062711,1
1651,10079444,1
1652,10182278,0
1653,10029364,1
1654,10007004,1
1655,10178501,0
1656,10089022,0
1657,10009149,0
1658,10148346,1
1659,10128564,1
1660,10109689,0
1661,10242577,0
