,Loan_ID,agg_clusters_with_cat_num,Cluster_agg_pc_mc,db_with_ecod_num_cat,db_with_pca_mca
94,10203250,1,0,-1,-1
95,10229370,1,1,-1,-1
96,10058169,1,0,-1,-1
97,10151013,1,1,-1,-1
98,10168627,1,1,-1,-1
99,10179388,1,1,-1,-1
100,10239760,1,0,-1,-1
101,10248794,1,0,-1,-1
102,10132124,1,1,-1,-1
103,10139199,1,0,-1,-1
104,10114218,1,1,-1,-1
105,10190766,1,1,-1,-1
106,10083464,1,0,-1,-1
107,10118126,1,1,-1,-1
108,10034974,1,1,-1,-1
109,10266840,1,0,-1,-1
110,10088179,1,0,-1,-1
111,10182523,1,0,-1,-1
112,10068975,1,1,-1,-1
113,10239930,1,0,-1,-1
114,10252134,1,0,-1,-1
115,10005594,1,1,-1,-1
116,10056839,1,1,-1,-1
117,10148935,0,0,-1,-1
118,10259595,1,1,-1,-1
119,10077473,1,1,-1,-1
120,10241054,1,0,-1,-1
121,10251786,1,1,-1,-1
122,10098061,1,0,-1,-1
123,10253311,1,1,-1,-1
124,10065762,1,1,-1,-1
125,10238261,1,1,-1,-1
126,10109634,1,0,-1,-1
127,10251506,0,0,-1,-1
128,10129050,0,0,-1,-1
129,10001721,1,1,-1,-1
130,10011129,1,0,-1,-1
131,10045196,1,0,-1,-1
132,10091503,1,0,-1,-1
133,10144303,1,1,-1,-1
134,10191459,1,0,-1,-1
135,10212686,1,1,-1,-1
136,10244800,1,1,-1,-1
137,10043701,1,0,-1,-1
138,10229493,1,0,-1,-1
139,10146394,1,0,-1,-1
140,10072806,1,0,-1,-1
141,10240243,1,0,-1,-1
142,10263278,1,1,-1,-1
143,10245826,0,0,-1,-1
144,10260535,1,1,-1,-1
145,10200536,1,1,-1,-1
146,10114825,1,0,-1,-1
147,10234528,0,0,-1,-1
148,10132612,1,0,-1,-1
149,10135400,1,1,-1,-1
150,10080600,0,1,-1,-1
151,10074961,1,1,-1,-1
152,10057643,1,1,-1,-1
153,10155928,1,0,-1,-1
154,10156570,1,1,-1,-1
155,10079801,1,1,-1,-1
156,10024807,1,0,-1,-1
157,10094870,1,0,-1,-1
158,10168985,1,1,-1,-1
159,10211946,1,1,-1,-1
160,10133957,0,1,-1,-1
161,10258991,1,0,-1,-1
162,10062815,1,0,-1,-1
163,10031113,1,0,-1,-1
164,10259294,1,1,-1,-1
165,10015654,1,0,-1,-1
166,10024995,1,1,-1,-1
167,10230043,1,0,-1,-1
168,10188400,1,0,-1,-1
169,10076693,1,1,-1,-1
170,10054901,1,1,-1,-1
171,10003052,1,1,-1,-1
172,10099890,1,1,-1,-1
173,10249982,1,0,-1,-1
174,10200838,1,0,-1,-1
175,10233585,1,0,-1,-1
176,10216574,1,0,-1,-1
177,10205237,1,0,-1,-1
178,10183615,1,0,-1,-1
179,10136010,1,0,-1,-1
180,10036470,1,0,-1,-1
181,10055578,1,1,-1,-1
182,10253429,1,1,-1,-1
183,10247427,1,1,-1,-1
184,10125506,1,0,-1,-1
185,10210458,1,0,-1,-1
186,10182837,1,0,-1,-1
187,10167581,1,1,-1,-1
188,10043282,1,1,-1,-1
189,10036335,1,0,-1,-1
190,10185325,1,0,-1,-1
191,10234436,1,0,-1,-1
192,10168207,1,0,-1,-1
193,10249584,1,0,-1,-1
194,10058946,1,0,-1,-1
195,10013629,1,0,-1,-1
196,10215415,1,0,-1,-1
197,10267533,1,0,-1,-1
198,10114066,1,1,-1,-1
199,10022645,1,0,-1,-1
200,10215967,1,1,-1,-1
201,10160037,1,0,-1,-1
202,10024569,1,0,-1,-1
203,10244690,1,1,-1,-1
204,10258763,1,0,-1,-1
205,10164527,1,0,-1,-1
206,10039476,1,1,-1,-1
207,10253690,0,0,-1,-1
208,10261862,0,0,-1,-1
209,10080398,1,1,-1,-1
210,10096478,1,0,-1,-1
211,10144280,1,1,-1,-1
212,10183270,1,1,-1,-1
213,10267269,1,0,-1,-1
214,10091330,1,0,-1,-1
215,10245306,1,0,-1,-1
216,10250169,1,1,-1,-1
217,10143259,1,0,-1,-1
218,10038772,1,0,-1,-1
219,10273091,1,0,-1,-1
220,10045415,1,0,-1,-1
221,10170311,1,1,-1,-1
222,10139998,1,0,-1,-1
223,10041920,1,0,-1,-1
224,10042792,1,0,-1,-1
225,10254320,1,0,-1,-1
226,10110168,1,0,-1,-1
227,10111026,1,0,-1,-1
228,10043596,1,0,-1,-1
229,10104580,1,0,-1,-1
230,10023768,1,1,-1,-1
231,10184002,1,0,-1,-1
232,10193239,1,1,-1,-1
233,10218432,1,0,-1,-1
234,10020045,1,1,-1,-1
235,10155655,1,0,-1,-1
236,10097878,0,1,-1,-1
237,10124584,1,0,-1,-1
238,10143214,1,1,-1,-1
239,10255668,1,1,-1,-1
240,10160604,1,1,-1,-1
241,10258005,1,1,-1,-1
242,10191639,1,1,-1,-1
243,10030211,1,0,-1,-1
244,10147945,1,1,-1,-1
245,10194989,1,0,-1,-1
246,10149232,1,0,-1,-1
247,10265287,1,1,-1,-1
248,10156637,1,1,-1,-1
249,10238626,1,0,-1,-1
250,10159132,0,0,-1,-1
251,10055644,1,0,-1,-1
252,10042529,1,0,-1,-1
253,10072968,1,0,-1,-1
254,10248071,1,0,-1,-1
255,10260005,1,1,-1,-1
256,10117584,1,1,-1,-1
257,10107182,1,1,-1,-1
258,10084616,1,0,-1,-1
259,10151439,1,0,-1,-1
260,10131887,1,0,-1,-1
261,10042670,1,1,-1,-1
262,10002251,1,0,-1,-1
263,10062016,1,0,-1,-1
264,10197794,0,1,-1,-1
265,10226297,1,0,-1,-1
266,10050789,1,1,-1,-1
267,10217132,1,1,-1,-1
268,10187784,1,0,-1,-1
269,10258609,1,0,-1,-1
270,10029311,1,0,-1,-1
271,10209457,1,0,-1,-1
272,10265443,1,1,-1,-1
273,10272512,1,0,-1,-1
274,10184120,1,0,-1,-1
275,10165508,0,1,-1,-1
276,10079435,0,0,-1,-1
277,10105977,1,1,-1,-1
278,10249358,1,0,-1,-1
279,10198559,1,1,-1,-1
280,10182961,1,0,-1,-1
281,10117076,1,0,-1,-1
282,10213941,0,1,-1,-1
283,10152455,1,1,-1,-1
284,10047226,1,0,-1,-1
285,10002027,1,1,-1,-1
286,10251934,1,1,-1,-1
287,10254147,1,1,-1,-1
288,10093929,1,0,-1,-1
289,10147211,1,0,-1,-1
290,10212999,1,0,-1,-1
291,10149919,1,0,-1,-1
292,10074733,1,0,-1,-1
293,10156112,0,0,-1,-1
294,10244893,1,0,-1,-1
295,10000061,1,1,-1,-1
296,10055465,1,1,-1,-1
297,10008735,1,1,-1,-1
298,10134116,1,1,-1,-1
299,10243467,0,0,-1,-1
300,10267327,1,0,-1,-1
301,10032394,1,1,-1,-1
302,10215353,1,1,-1,-1
303,10236759,1,0,-1,-1
304,10222891,1,0,-1,-1
305,10042787,1,1,-1,-1
306,10197835,1,0,-1,-1
307,10203295,1,0,-1,-1
308,10045802,1,0,-1,-1
309,10105205,1,1,-1,-1
310,10050297,1,0,-1,-1
311,10103298,1,1,-1,-1
312,10153702,1,0,-1,-1
313,10162447,1,0,-1,-1
314,10229708,1,0,-1,-1
315,10119141,1,0,-1,-1
316,10060501,1,1,-1,-1
317,10219598,1,0,-1,-1
318,10007804,1,1,-1,-1
319,10260610,1,0,-1,-1
320,10104638,1,1,-1,-1
321,10073593,1,0,-1,-1
322,10266816,1,0,-1,-1
323,10081991,1,1,-1,-1
324,10038568,1,1,-1,-1
325,10129296,1,0,-1,-1
326,10070178,1,1,-1,-1
327,10028350,1,0,-1,-1
328,10242386,1,0,-1,-1
329,10031549,1,1,-1,-1
330,10224225,1,0,-1,-1
331,10046934,1,0,-1,-1
332,10027701,1,1,-1,-1
333,10017729,1,1,-1,-1
334,10095079,1,1,-1,-1
335,10243535,0,0,-1,-1
336,10012419,1,0,-1,-1
337,10159028,1,0,-1,-1
338,10064479,1,1,-1,-1
339,10037621,1,0,-1,-1
340,10016062,1,0,-1,-1
341,10009373,1,1,-1,-1
342,10029485,1,0,-1,-1
343,10148234,1,1,-1,-1
344,10130429,1,1,-1,-1
345,10149727,0,0,-1,-1
346,10258237,1,0,-1,-1
347,10030046,0,0,-1,-1
348,10177098,1,0,-1,-1
349,10015481,1,0,-1,-1
350,10103865,1,0,-1,-1
351,10137209,1,1,-1,-1
352,10168953,1,1,-1,-1
353,10028818,1,0,-1,-1
354,10075868,1,0,-1,-1
355,10074207,1,0,-1,-1
356,10199572,1,0,-1,-1
357,10010293,1,0,-1,-1
358,10122476,1,0,-1,-1
359,10108961,1,0,-1,-1
360,10085900,1,1,-1,-1
361,10082433,1,1,-1,-1
362,10246422,1,1,-1,-1
363,10140764,1,1,-1,-1
364,10205727,0,0,-1,-1
365,10229171,1,0,-1,-1
366,10099491,1,1,-1,-1
367,10064926,1,1,-1,-1
368,10126152,0,0,-1,-1
369,10056641,1,1,-1,-1
370,10068837,1,0,-1,-1
371,10130190,0,0,-1,-1
372,10113573,1,1,-1,-1
373,10204293,1,0,-1,-1
374,10161813,1,0,-1,-1
375,10084651,0,0,-1,-1
376,10119910,1,0,-1,-1
377,10083676,1,1,-1,-1
378,10045233,1,0,-1,-1
379,10102456,1,1,-1,-1
380,10058948,1,1,-1,-1
381,10212115,1,0,-1,-1
382,10087976,1,1,-1,-1
383,10009742,1,0,-1,-1
384,10138390,1,0,-1,-1
385,10048445,1,1,-1,-1
386,10244796,1,0,-1,-1
387,10206835,1,1,-1,-1
388,10038283,1,1,-1,-1
389,10257138,1,1,-1,-1
390,10043359,1,0,-1,-1
391,10240962,1,0,-1,-1
392,10180105,1,1,-1,-1
393,10014905,0,1,-1,-1
394,10271222,1,0,-1,-1
395,10151638,1,0,-1,-1
396,10062447,1,0,-1,-1
397,10076883,1,0,-1,-1
398,10015551,0,0,-1,-1
399,10260222,1,1,-1,-1
400,10267813,1,1,-1,-1
401,10265307,0,1,-1,-1
402,10093682,1,0,-1,-1
403,10245526,1,1,-1,-1
404,10158130,1,0,-1,-1
405,10039923,1,0,-1,-1
406,10067776,1,1,-1,-1
407,10166012,1,1,-1,-1
408,10196072,1,0,-1,-1
409,10233799,1,0,-1,-1
410,10206363,1,1,-1,-1
411,10131339,1,0,-1,-1
412,10015499,1,0,-1,-1
413,10177241,1,1,-1,-1
414,10079022,1,1,-1,-1
415,10144403,1,0,-1,-1
416,10130858,1,0,-1,-1
417,10012476,1,0,-1,-1
418,10197828,0,0,-1,-1
419,10035532,1,0,-1,-1
420,10210313,1,0,-1,-1
421,10081784,1,1,-1,-1
422,10152729,1,0,-1,-1
423,10163733,0,1,-1,-1
424,10251284,1,0,-1,-1
425,10014599,1,1,-1,-1
426,10046546,1,1,-1,-1
427,10013729,1,0,-1,-1
428,10101011,1,1,-1,-1
429,10229949,1,1,-1,-1
430,10109987,1,1,-1,-1
431,10075516,1,1,-1,-1
432,10142182,1,0,-1,-1
433,10196821,1,0,-1,-1
434,10120033,1,0,-1,-1
435,10078659,1,0,-1,-1
436,10177238,1,0,-1,-1
437,10105035,1,1,-1,-1
438,10007029,0,0,-1,-1
439,10031683,1,0,-1,-1
440,10204153,1,1,-1,-1
441,10162571,1,1,-1,-1
442,10032209,1,0,-1,-1
443,10099607,1,1,-1,-1
444,10194104,1,0,-1,-1
445,10175161,1,1,-1,-1
446,10174328,1,0,-1,-1
447,10057710,1,1,-1,-1
448,10083577,1,1,-1,-1
449,10216330,0,0,-1,-1
450,10215461,1,0,-1,-1
451,10069881,1,1,-1,-1
452,10140157,1,0,-1,-1
453,10242175,1,0,-1,-1
454,10142549,1,0,-1,-1
455,10238154,1,1,-1,-1
456,10185401,1,0,-1,-1
457,10068655,1,1,-1,-1
458,10212062,1,1,-1,-1
459,10192438,1,1,-1,-1
460,10058287,1,1,-1,-1
461,10163916,1,1,-1,-1
462,10048356,1,0,-1,-1
463,10141200,1,1,-1,-1
464,10045656,1,1,-1,-1
465,10264169,1,1,-1,-1
466,10020233,0,0,-1,-1
467,10065774,1,1,-1,-1
468,10051288,1,0,-1,-1
469,10198850,1,0,-1,-1
470,10051452,1,1,-1,-1
471,10238481,1,1,-1,-1
472,10054521,1,1,-1,-1
473,10018107,1,1,-1,-1
474,10026749,1,0,-1,-1
475,10252838,1,1,-1,-1
476,10252704,1,0,-1,-1
477,10175853,1,0,-1,-1
478,10266766,1,1,-1,-1
479,10206766,1,0,-1,-1
480,10076838,1,1,-1,-1
481,10245652,0,0,-1,-1
482,10058804,1,0,-1,-1
483,10092908,1,1,-1,-1
484,10203401,1,0,-1,-1
485,10104584,1,0,-1,-1
486,10038438,1,0,-1,-1
487,10088134,1,0,-1,-1
488,10089301,1,1,-1,-1
489,10214344,1,1,-1,-1
490,10246036,1,1,-1,-1
491,10144389,1,0,-1,-1
492,10192177,1,0,-1,-1
493,10005060,1,1,-1,-1
494,10006981,1,1,-1,-1
495,10188783,1,1,-1,-1
496,10018875,1,0,-1,-1
497,10094284,1,0,-1,-1
498,10079426,1,0,-1,-1
499,10032858,1,1,-1,-1
500,10113107,1,0,-1,-1
501,10197982,1,0,-1,-1
502,10251063,0,0,-1,-1
503,10104959,1,1,-1,-1
504,10212306,1,1,-1,-1
505,10263380,1,1,-1,-1
506,10178629,1,1,-1,-1
507,10146478,1,0,-1,-1
508,10159906,1,0,-1,-1
509,10241595,1,0,-1,-1
510,10196828,1,1,-1,-1
511,10197534,1,0,-1,-1
512,10040414,1,0,-1,-1
513,10074050,1,0,-1,-1
514,10210197,1,1,-1,-1
515,10149146,0,0,-1,-1
516,10031975,1,1,-1,-1
517,10109130,1,0,-1,-1
518,10267115,1,0,-1,-1
519,10217539,1,0,-1,-1
520,10215593,1,0,-1,-1
521,10101767,1,0,-1,-1
522,10239549,1,1,-1,-1
523,10225405,1,0,-1,-1
524,10253059,1,0,-1,-1
525,10116355,1,0,-1,-1
526,10216335,1,1,-1,-1
527,10261531,1,0,-1,-1
528,10016359,1,0,-1,-1
529,10065605,1,1,-1,-1
530,10268112,1,1,-1,-1
531,10213803,1,0,-1,-1
532,10231671,1,0,-1,-1
533,10157354,1,0,-1,-1
534,10119011,1,0,-1,-1
535,10087361,0,0,-1,-1
536,10180238,1,1,-1,-1
537,10047672,1,0,-1,-1
538,10200502,1,1,-1,-1
539,10268249,1,0,-1,-1
540,10261084,1,0,-1,-1
541,10043774,1,0,-1,-1
542,10129055,1,0,-1,-1
543,10013346,1,1,-1,-1
544,10138529,1,0,-1,-1
545,10143271,0,0,-1,-1
546,10147273,1,1,-1,-1
547,10109376,1,1,-1,-1
548,10085600,1,1,-1,-1
549,10250250,1,1,-1,-1
550,10031521,1,1,-1,-1
551,10260320,1,0,-1,-1
552,10051201,1,0,-1,-1
553,10122726,1,0,-1,-1
554,10247664,1,0,-1,-1
555,10202795,1,1,-1,-1
556,10153949,1,1,-1,-1
557,10086024,1,0,-1,-1
558,10133284,1,0,-1,-1
559,10068675,1,0,-1,-1
560,10051939,1,1,-1,-1
561,10020125,1,1,-1,-1
562,10247542,1,1,-1,-1
563,10169958,1,0,-1,-1
564,10253954,1,0,-1,-1
565,10236757,1,0,-1,-1
566,10116746,1,0,-1,-1
567,10079192,1,1,-1,-1
568,10037987,1,0,-1,-1
569,10143891,1,0,-1,-1
570,10085787,1,1,-1,-1
571,10242138,1,0,-1,-1
572,10137639,1,0,-1,-1
573,10058226,1,0,-1,-1
574,10058066,1,1,-1,-1
575,10254982,1,0,-1,-1
576,10055234,1,0,-1,-1
577,10194018,1,1,-1,-1
578,10052906,1,1,-1,-1
579,10036785,1,1,-1,-1
580,10106460,1,0,-1,-1
581,10027480,1,0,-1,-1
582,10212410,0,0,-1,-1
583,10101861,1,0,-1,-1
584,10127434,1,0,-1,-1
585,10214556,1,0,-1,-1
586,10134309,1,0,-1,-1
587,10016694,0,0,-1,-1
588,10136744,1,1,-1,-1
589,10231488,1,0,-1,-1
590,10269400,1,0,-1,-1
591,10054962,1,1,-1,-1
592,10061066,1,0,-1,-1
593,10000607,1,0,-1,-1
594,10054850,1,1,-1,-1
595,10076387,1,0,-1,-1
596,10203883,1,1,-1,-1
597,10152126,1,1,-1,-1
598,10047831,1,0,-1,-1
599,10007881,0,0,-1,-1
600,10172619,1,0,-1,-1
601,10128558,1,0,-1,-1
602,10009431,1,1,-1,-1
603,10178449,1,1,-1,-1
604,10190920,1,0,-1,-1
605,10056571,1,1,-1,-1
606,10124278,1,0,-1,-1
607,10140340,1,0,-1,-1
608,10068880,1,1,-1,-1
609,10118599,1,1,-1,-1
610,10118896,1,1,-1,-1
611,10170132,1,0,-1,-1
612,10112149,1,1,-1,-1
613,10085322,0,0,-1,-1
614,10041587,0,0,-1,-1
615,10184601,1,1,-1,-1
616,10271579,1,1,-1,-1
617,10175451,1,1,-1,-1
618,10184690,1,0,-1,-1
619,10190686,0,0,-1,-1
620,10259236,1,1,-1,-1
621,10180463,1,0,-1,-1
622,10202184,1,1,-1,-1
623,10177447,1,0,-1,-1
624,10037389,1,1,-1,-1
625,10045237,1,1,-1,-1
626,10018381,1,0,-1,-1
627,10001211,0,1,-1,-1
628,10020861,1,1,-1,-1
629,10104334,1,1,-1,-1
630,10020529,1,0,-1,-1
631,10235358,1,1,-1,-1
632,10088949,1,0,-1,-1
633,10195001,1,0,-1,-1
634,10160085,1,1,-1,-1
635,10033745,1,0,-1,-1
636,10142601,1,1,-1,-1
637,10057955,1,0,-1,-1
638,10191458,1,1,-1,-1
639,10015818,1,0,-1,-1
640,10080632,1,1,-1,-1
641,10162295,1,0,-1,-1
642,10032276,1,1,-1,-1
643,10155143,1,0,-1,-1
644,10220501,1,0,-1,-1
645,10045803,1,1,-1,-1
646,10033515,1,0,-1,-1
647,10146320,1,1,-1,-1
648,10057700,1,0,-1,-1
649,10152470,1,0,-1,-1
650,10019926,0,0,-1,-1
651,10073791,1,0,-1,-1
652,10255934,0,0,-1,-1
653,10256443,1,0,-1,-1
654,10049075,1,0,-1,-1
655,10159853,1,1,-1,-1
656,10150560,1,1,-1,-1
657,10236420,1,0,-1,-1
658,10138857,0,0,-1,-1
659,10238134,1,0,-1,-1
660,10271506,1,0,-1,-1
661,10027333,1,1,-1,-1
662,10002426,1,1,-1,-1
663,10132777,1,0,-1,-1
664,10130442,1,1,-1,-1
665,10075938,1,0,-1,-1
666,10253807,1,1,-1,-1
667,10138257,1,1,-1,-1
668,10264630,1,0,-1,-1
669,10270605,1,1,-1,-1
670,10272989,1,0,-1,-1
671,10224022,1,1,-1,-1
672,10177392,1,1,-1,-1
673,10106451,1,0,-1,-1
674,10052702,1,1,-1,-1
675,10214667,1,0,-1,-1
676,10169368,1,1,-1,-1
677,10035284,1,1,-1,-1
678,10009473,1,1,-1,-1
679,10065295,1,1,-1,-1
680,10047842,1,0,-1,-1
681,10243177,1,0,-1,-1
682,10261569,1,0,-1,-1
683,10189370,1,0,-1,-1
684,10143845,1,0,-1,-1
685,10150210,1,1,-1,-1
686,10003825,1,1,-1,-1
687,10265623,1,1,-1,-1
688,10227220,1,1,-1,-1
689,10067043,1,1,-1,-1
690,10071588,1,1,-1,-1
691,10116877,1,0,-1,-1
692,10258974,1,0,-1,-1
693,10033025,1,1,-1,-1
694,10114358,1,1,-1,-1
695,10216541,0,0,-1,-1
696,10001343,1,1,-1,-1
697,10129930,0,0,-1,-1
698,10240442,1,0,-1,-1
699,10183087,1,1,-1,-1
700,10255204,1,0,-1,-1
701,10271211,0,0,-1,-1
702,10141542,1,0,-1,-1
703,10177461,1,1,-1,-1
704,10128718,1,1,-1,-1
705,10169260,1,1,-1,-1
706,10074046,1,1,-1,-1
707,10005877,1,0,-1,-1
708,10124640,1,1,-1,-1
709,10146989,1,1,-1,-1
710,10168261,1,1,-1,-1
711,10206896,1,1,-1,-1
712,10076995,1,0,-1,-1
713,10155341,1,0,-1,-1
714,10067245,0,0,-1,-1
715,10052638,1,1,-1,-1
716,10168581,1,0,-1,-1
717,10235036,1,0,-1,-1
718,10089256,1,0,-1,-1
719,10172812,1,1,-1,-1
720,10164842,1,0,-1,-1
721,10133456,1,0,-1,-1
722,10160930,1,0,-1,-1
723,10053061,1,0,-1,-1
724,10047590,1,1,-1,-1
725,10193050,1,0,-1,-1
726,10094570,0,0,-1,-1
727,10220726,0,0,-1,-1
728,10244726,1,0,-1,-1
729,10234278,1,1,-1,-1
730,10126898,1,0,-1,-1
731,10180365,1,1,-1,-1
732,10244678,1,1,-1,-1
733,10082360,1,1,-1,-1
734,10080426,1,1,-1,-1
735,10021416,1,1,-1,-1
736,10196091,1,0,-1,-1
737,10178576,0,0,-1,-1
738,10136065,1,0,-1,-1
739,10140401,1,0,-1,-1
740,10273079,1,1,-1,-1
741,10200744,1,0,-1,-1
742,10077733,1,1,-1,-1
743,10224028,1,0,-1,-1
744,10170679,1,0,-1,-1
745,10139834,1,1,-1,-1
746,10182210,0,0,-1,-1
747,10211957,1,1,-1,-1
748,10136396,1,0,-1,-1
749,10108582,1,1,-1,-1
750,10046885,1,0,-1,-1
751,10117740,1,1,-1,-1
752,10104078,1,0,-1,-1
753,10188088,1,1,-1,-1
754,10088129,1,1,-1,-1
755,10149478,1,0,-1,-1
756,10156024,1,0,-1,-1
757,10070851,1,1,-1,-1
758,10241918,1,0,-1,-1
759,10181760,1,0,-1,-1
760,10177567,1,1,-1,-1
761,10207819,1,0,-1,-1
762,10224340,1,1,-1,-1
763,10259120,1,1,-1,-1
764,10229424,1,1,-1,-1
765,10255103,1,0,-1,-1
766,10010084,1,1,-1,-1
767,10240912,1,0,-1,-1
768,10237199,1,1,-1,-1
769,10119781,1,1,-1,-1
770,10184397,1,0,-1,-1
771,10207288,1,1,-1,-1
772,10104741,1,1,-1,-1
773,10264189,1,1,-1,-1
774,10137783,1,1,-1,-1
775,10017442,1,0,-1,-1
776,10134351,1,1,-1,-1
777,10271713,1,1,-1,-1
778,10050457,1,0,-1,-1
779,10100336,1,0,-1,-1
780,10099573,1,0,-1,-1
781,10201843,1,0,-1,-1
782,10119678,1,1,-1,-1
783,10201293,0,0,-1,-1
784,10042294,1,0,-1,-1
785,10273152,1,0,-1,-1
786,10195887,1,1,-1,-1
787,10087990,1,1,-1,-1
788,10132305,1,1,-1,-1
789,10186516,0,0,-1,-1
790,10086885,1,1,-1,-1
791,10027662,0,0,-1,-1
792,10146331,1,1,-1,-1
793,10245943,1,1,-1,-1
794,10065548,1,1,-1,-1
795,10215774,1,1,-1,-1
796,10078353,1,1,-1,-1
797,10034856,1,1,-1,-1
798,10113798,1,0,-1,-1
799,10078518,1,1,-1,-1
800,10067013,1,0,-1,-1
801,10031689,1,1,-1,-1
802,10131707,1,0,-1,-1
803,10259097,1,0,-1,-1
804,10170749,1,1,-1,-1
805,10037666,1,1,-1,-1
806,10011791,1,0,-1,-1
807,10208040,1,1,-1,-1
808,10087398,1,1,-1,-1
809,10087511,0,0,-1,-1
810,10249347,1,1,-1,-1
811,10162656,1,0,-1,-1
812,10149347,1,0,-1,-1
813,10107068,1,1,-1,-1
814,10115831,1,1,-1,-1
815,10173306,1,0,-1,-1
816,10231742,1,1,-1,-1
817,10200972,1,0,-1,-1
818,10132020,0,0,-1,-1
819,10180499,1,1,-1,-1
820,10258408,1,1,-1,-1
821,10116105,1,0,-1,-1
822,10093409,1,1,-1,-1
823,10009178,1,0,-1,-1
824,10222236,1,0,-1,-1
825,10145684,1,1,-1,-1
826,10097909,1,1,-1,-1
827,10111024,1,1,-1,-1
828,10103169,1,1,-1,-1
829,10235739,1,1,-1,-1
830,10225009,1,0,-1,-1
831,10238514,1,0,-1,-1
832,10165210,1,1,-1,-1
833,10131323,1,0,-1,-1
834,10184864,1,0,-1,-1
835,10055035,1,0,-1,-1
836,10084128,1,0,-1,-1
837,10070125,1,0,-1,-1
838,10088814,0,0,-1,-1
839,10044683,1,1,-1,-1
840,10220725,1,0,-1,-1
841,10167167,1,1,-1,-1
842,10234803,1,0,-1,-1
843,10020510,1,0,-1,-1
844,10143622,1,0,-1,-1
845,10135737,1,1,-1,-1
846,10010947,1,0,-1,-1
847,10269628,1,1,-1,-1
848,10119622,1,0,-1,-1
849,10167957,1,1,-1,-1
850,10186437,1,1,-1,-1
851,10081227,1,0,-1,-1
852,10168778,1,1,-1,-1
853,10085780,1,1,-1,-1
854,10100014,0,0,-1,-1
855,10062021,1,0,-1,-1
856,10065343,1,1,-1,-1
857,10180340,1,0,-1,-1
858,10207219,1,1,-1,-1
859,10033094,1,1,-1,-1
860,10001119,1,0,-1,-1
861,10127625,1,1,-1,-1
862,10213241,1,0,-1,-1
863,10003645,1,0,-1,-1
864,10029561,1,0,-1,-1
865,10246156,1,0,-1,-1
866,10042390,1,0,-1,-1
